"Sr"	"Locus.name"	"Minimum"	"Maximum"	"Product"	"Chromosome"	"Physical.Map.Position"	"Component.SSRs"	"Overlaps"	"Duplicates"
"3380"	"3380"	"txp109"	"64444779"	"64444917"	"138"	"4"	"64.4448"	""	"Overlap with SB2891"	""
"3383"	"3383"	"isep0231"	"64523434"	"64523683"	"249"	"4"	"64.5234"	""	""	""
"3388"	"3388"	"iabtp395"	"64709897"	"64710223"	"326"	"4"	"64.7099"	""	""	""
"3404"	"3404"	"txp104"	"66130085"	"66130271"	"186"	"4"	"66.1301"	""	"Overlap with Xtxp097"	""
"3405"	"3405"	"txp097"	"66130132"	"66130261"	"129"	"4"	"66.1301"	""	"Overlap with Xtxp104"	""
"3409"	"3409"	">Sbhnl"	"66152599"	"66152989"	"390"	"4"	"66.1526"	""	""	""
"3415"	"3415"	"isep0238"	"66303927"	"66304148"	"221"	"4"	"66.3039"	""	""	""
"3416"	"3416"	">SbPPCK"	"66367665"	"66368474"	"809"	"4"	"66.3677"	""	""	""
"3417"	"3417"	"isep0845"	"66462551"	"66462745"	"194"	"4"	"66.4626"	""	""	""
"3420"	"3420"	"SRSC2_039"	"66532014"	"66532337"	"323"	"4"	"66.5320"	""	""	""
"3428"	"3428"	"iabtp461"	"66635256"	"66635526"	"270"	"4"	"66.6353"	""	"Overlap with Xisep0243"	""
"3429"	"3429"	"isep0243"	"66635324"	"66635524"	"200"	"4"	"66.6353"	""	"Overlap with Xiabtp461"	""
"3432"	"3432"	"SRSC2_001"	"66748591"	"66749286"	"695"	"4"	"66.7486"	""	""	""
"3442"	"3442"	"iabtp69"	"66934745"	"66934977"	"232"	"4"	"66.9347"	""	"Overlap with SB2942"	""
"3448"	"3448"	"txp027"	"67094203"	"67094534"	"331"	"4"	"67.0942"	""	""	""
"3451"	"3451"	"SRSC2_022"	"67138075"	"67138891"	"816"	"4"	"67.1381"	""	""	""
"3453"	"3453"	"SRSC12_006"	"67158050"	"67158756"	"706"	"4"	"67.1581"	""	""	""
"3455"	"3455"	"iabtp144"	"67176419"	"67176680"	"261"	"4"	"67.1764"	""	""	""
"3458"	"3458"	"isep0524"	"67229622"	"67229906"	"284"	"4"	"67.2296"	"SSR segment included in Xisep0508"	"Overlap with Xisep0508"	""
"3459"	"3459"	"isep0508"	"67229623"	"67230087"	"464"	"4"	"67.2296"	"2 SSRs including that detected by Xisep0524"	"Overlap with Xisep0524"	""
"3463"	"3463"	"isep1212"	"67255050"	"67255250"	"200"	"4"	"67.2551"	""	""	""
"3468"	"3468"	"SRSC2_004"	"67352099"	"67352467"	"368"	"4"	"67.3521"	""	""	""
"3475"	"3475"	"SRSC2_012"	"67483674"	"67483924"	"250"	"4"	"67.4837"	""	""	""
"3477"	"3477"	"SRSC2_003"	"67500896"	"67501363"	"467"	"4"	"67.5009"	""	""	""
"3488"	"3488"	"txp077"	"67691687"	"67691930"	"243"	"4"	"67.6917"	""	""	""
"3489"	"3489"	"isep0242"	"67740408"	"67740620"	"212"	"4"	"67.7404"	""	""	""
"3503"	"3503"	"iabtp75"	"67950048"	"67950163"	"115"	"4"	"67.9500"	""	""	""
"3505"	"3505"	"txp021"	"67961718"	"67961896"	"178"	"4"	"67.9617"	""	""	""
"3514"	"3514"	"mSbCIR329"	"213999"	"214115"	"116"	"5"	"0.2140"	""	"Overlap with SB3008"	""
"3515"	"3515"	">EF206348_ SbDES3"	"216583"	"217057"	"474"	"5"	"0.2166"	""	""	""
"3528"	"3528"	"txp338"	"560838"	"561034"	"196"	"5"	"0.5608"	""	""	""
"3537"	"3537"	"isep1208"	"880888"	"881049"	"161"	"5"	"0.8809"	""	""	""
"3552"	"3552"	"txp268"	"1672866"	"1673054"	"188"	"5"	"1.6729"	""	""	""
"3555"	"3555"	"txp065"	"1907420"	"1907547"	"127"	"5"	"1.9074"	""	""	""
"3556"	"3556"	"isep1250"	"1926772"	"1926968"	"196"	"5"	"1.9268"	""	""	""
"3576"	"3576"	"iabtp420"	"3244255"	"3244471"	"216"	"5"	"3.2443"	""	""	""
"3581"	"3581"	"txp094"	"3442822"	"3443050"	"228"	"5"	"3.4428"	"includes 3 SSRs; +Xiabtp454;+SB3079"	"Overlap with Xiabtp454 and SB3079"	""
"3582"	"3582"	"iabtp454"	"3442911"	"3443066"	"155"	"5"	"3.4429"	"2 SSRs including that detected by SB3079"	"Overlap with Xtxp094 and SB3079"	""
"3587"	"3587"	">ZCN6"	"3588090"	"3588301"	"211"	"5"	"3.5881"	""	""	""
"3596"	"3596"	"isep1201"	"3893233"	"3893432"	"199"	"5"	"3.8932"	""	"Overlap with SB3090"	""
"3597"	"3597"	"txp112"	"3909576"	"3909814"	"238"	"5"	"3.9096"	""	"Overlap with SB3092"	""
"3602"	"3602"	"iabtp272"	"4087671"	"4087877"	"206"	"5"	"4.0877"	""	""	""
"3607"	"3607"	"SRSC11_020"	"4255058"	"4256282"	"1224"	"5"	"4.2551"	""	""	""
"3610"	"3610"	"SRSC10_014"	"4287681"	"4288979"	"1298"	"5"	"4.2877"	""	""	""
"3617"	"3617"	"isep1029"	"4501400"	"4501608"	"208"	"5"	"4.5014"	""	""	""
"3619"	"3619"	"txp030"	"4549513"	"4549788"	"275"	"5"	"4.5495"	""	"Overlap with SB3110"	""
"3621"	"3621"	"mSbCIR248"	"4746082"	"4746172"	"90"	"5"	"4.7461"	""	""	""
"3622"	"3622"	"iabtp268"	"4770358"	"4770512"	"154"	"5"	"4.7704"	""	""	""
"3624"	"3624"	"isep1109"	"4827746"	"4828025"	"279"	"5"	"4.8277"	""	"Overlap with SB3113"	""
"3626"	"3626"	"gpsb017"	"4910196"	"4910382"	"186"	"5"	"4.9102"	""	""	""
"3632"	"3632"	"isep0133"	"5685049"	"5685248"	"199"	"5"	"5.6850"	""	""	""
"3633"	"3633"	"txp303"	"5728946"	"5729104"	"158"	"5"	"5.7289"	""	""	""
"3635"	"3635"	"SRSC11_001"	"5816361"	"5817126"	"765"	"5"	"5.8164"	""	"Overlap with SRSC11_024"	"Not same as SRSC11_024"
"3636"	"3636"	"SRSC11_024"	"5816366"	"5817205"	"839"	"5"	"5.8164"	""	"Overlap with SRSC11_001"	"Not same as SRSC11_001"
"3637"	"3637"	"iabtp240"	"5841089"	"5841185"	"96"	"5"	"5.8411"	""	""	""
"3641"	"3641"	"iabtp67"	"6169088"	"6169199"	"111"	"5"	"6.1691"	""	""	""
"3655"	"3655"	"isep1123"	"6869845"	"6870032"	"187"	"5"	"6.8698"	""	""	""
"3657"	"3657"	"iabtp432"	"6906407"	"6906547"	"140"	"5"	"6.9064"	""	""	""
"3660"	"3660"	"iabtp455"	"7242250"	"7242464"	"214"	"5"	"7.2423"	""	""	""
"3663"	"3663"	"isep0148"	"8052119"	"8052299"	"180"	"5"	"8.0521"	""	""	""
"3672"	"3672"	"isep1107"	"10623238"	"10623436"	"198"	"5"	"10.6232"	""	""	""
"3674"	"3674"	"txp053"	"11290137"	"11290501"	"364"	"5"	"11.2901"	""	""	""
"3677"	"3677"	"iabtp403"	"12151726"	"12151993"	"267"	"5"	"12.1517"	""	"Overlap with SB3160"	""
"3682"	"3682"	"isep1101"	"12922801"	"12922943"	"142"	"5"	"12.9228"	""	""	""
"3696"	"3696"	"isep1105"	"17307223"	"17307424"	"201"	"5"	"17.3072"	""	""	""
"3698"	"3698"	"isep1133"	"17519189"	"17519382"	"193"	"5"	"17.5192"	""	""	""
"3702"	"3702"	"SRSC11_016"	"18572021"	"18572218"	"197"	"5"	"18.5720"	""	""	""
"3711"	"3711"	"iabtp498"	"20432431"	"20432636"	"205"	"5"	"20.4324"	"SSR segment included in SB3192"	"Overlap with Xiabtp497"	"Similar to Xiabtp497"
"3712"	"3712"	"iabtp497"	"20432474"	"20432636"	"162"	"5"	"20.4325"	"SSR segment included in SB3192"	"Overlap with Xiabtp498"	"Similar to Xiabtp498"
"3720"	"3720"	"SRSC11_023"	"30676212"	"30676505"	"293"	"5"	"30.6762"	""	""	""
"3723"	"3723"	"txp015"	"42049621"	"42049835"	"214"	"5"	"42.0496"	""	""	""
"3725"	"3725"	"isep1131"	"42095945"	"42096170"	"225"	"5"	"42.0959"	""	"Overlap with SB3208"	""
"3728"	"3728"	"txp014"	"42265169"	"42265317"	"148"	"5"	"42.2652"	""	""	""
"3732"	"3732"	"iabtp431"	"44022552"	"44022736"	"184"	"5"	"44.0226"	""	"Overlap with Xisep1129"	"Similar to Xisep1129"
"3733"	"3733"	"isep1129"	"44022552"	"44022744"	"192"	"5"	"44.0226"	""	"Overlap with Xiabtp431"	"Similar to Xiabtp431"
"3736"	"3736"	"iabtp400"	"44395840"	"44395952"	"112"	"5"	"44.3958"	""	""	""
"3741"	"3741"	"isep1127"	"46087409"	"46087620"	"211"	"5"	"46.0874"	""	""	""
"3745"	"3745"	"SRSC11_004"	"48109304"	"48109821"	"517"	"5"	"48.1093"	""	""	""
"3751"	"3751"	">SbCHS1"	"49414251"	"49416328"	"2077"	"5"	"49.4143"	""	""	""
"3753"	"3753"	"isep1125"	"50013640"	"50013823"	"183"	"5"	"50.0136"	""	""	""
"3754"	"3754"	"SRSC11_011"	"50013919"	"50014333"	"414"	"5"	"50.0139"	""	""	""
"3756"	"3756"	"iabtp440"	"50015162"	"50015250"	"88"	"5"	"50.0152"	"SSR segment included in SB3233"	"Overlap with SB3233"	""
"3768"	"3768"	"isep1141"	"52750051"	"52750238"	"187"	"5"	"52.7501"	""	""	""
"3774"	"3774"	"gpsb003"	"53328702"	"53328849"	"147"	"5"	"53.3287"	""	"Overlap with SB3253"	""
"3784"	"3784"	"SRSC11_007"	"53870137"	"53870583"	"446"	"5"	"53.8701"	""	""	""
"3786"	"3786"	"iabtp215"	"53884133"	"53884442"	"309"	"5"	"53.8841"	"2 SSRs including that detected by SB3265"	"Overlap with Xiabtp216 and SB3265"	"Same as Xiabtp216"
"3787"	"3787"	"iabtp216"	"53884133"	"53884442"	"309"	"5"	"53.8841"	"2 SSRs including that detected by SB3265"	"Overlap with Xiabtp215 and SB3265"	"Same as Xiabtp215"
"3789"	"3789"	"SRSC11_021"	"53884497"	"53885195"	"698"	"5"	"53.8845"	""	""	""
"3790"	"3790"	"SRSC11_014"	"53892908"	"53893421"	"513"	"5"	"53.8929"	""	""	""
"3792"	"3792"	"iabtp275"	"53969354"	"53969545"	"191"	"5"	"53.9694"	"SSR segment included in SB3266"	"Overlap with SB3266"	""
"3795"	"3795"	"txp023"	"54508133"	"54508315"	"182"	"5"	"54.5081"	""	""	""
"3802"	"3802"	"isep1140"	"54818513"	"54818710"	"197"	"5"	"54.8185"	""	""	""
"3808"	"3808"	"isep1139"	"55256934"	"55257237"	"303"	"5"	"55.2569"	""	""	""
"3815"	"3815"	"isep1146"	"55769682"	"55769887"	"205"	"5"	"55.7697"	""	""	""
"3821"	"3821"	"isep1142"	"56860405"	"56860694"	"289"	"5"	"56.8604"	""	""	""
"3830"	"3830"	"txp262"	"57857545"	"57857712"	"167"	"5"	"57.8575"	""	""	""
"3831"	"3831"	"txp123(Kaf2)"	"57858270"	"57858548"	"278"	"5"	"57.8583"	""	""	""
"3833"	"3833"	"iabtp251"	"58019208"	"58019442"	"234"	"5"	"58.0192"	""	""	""
"3849"	"3849"	"SRSC11_017"	"58843963"	"58844824"	"861"	"5"	"58.8440"	""	""	""
"3857"	"3857"	"isep1130"	"59227523"	"59227740"	"217"	"5"	"59.2275"	""	""	""
"3869"	"3869"	"mSbCIR337"	"60346128"	"60346225"	"97"	"5"	"60.3461"	""	""	""
"3872"	"3872"	"iabtp23"	"60560121"	"60560366"	"245"	"5"	"60.5601"	""	""	""
"3876"	"3876"	"SRSC11_003"	"60763338"	"60763851"	"513"	"5"	"60.7633"	""	""	""
"3880"	"3880"	"gpsb032"	"61331003"	"61331288"	"285"	"5"	"61.3310"	""	""	""
"3887"	"3887"	"SRSC11_005"	"62026465"	"62027213"	"748"	"5"	"62.0265"	""	""	""
"3911"	"3911"	"txp521"	"452474"	"452651"	"177"	"6"	"0.4525"	""	""	""
"3916"	"3916"	"isep0402"	"838143"	"838341"	"198"	"6"	"0.8381"	""	""	""
"3921"	"3921"	"mSbCIR211"	"1048731"	"1048852"	"121"	"6"	"1.0487"	""	""	""
"3925"	"3925"	"isep0306"	"1337226"	"1337433"	"207"	"6"	"1.3372"	""	""	""
"3929"	"3929"	"isep0406"	"1469441"	"1469642"	"201"	"6"	"1.4694"	""	"Overlap with Xisep0405"	""
"3930"	"3930"	"isep0405"	"1469471"	"1469643"	"172"	"6"	"1.4695"	""	"Overlap with Xisep0406"	""
"3936"	"3936"	"isep1147"	"1792152"	"1792337"	"185"	"6"	"1.7922"	""	""	""
"3948"	"3948"	"txp006"	"3173536"	"3173655"	"119"	"6"	"3.1735"	""	""	""
"3951"	"3951"	"iabtp304"	"3834275"	"3834407"	"132"	"6"	"3.8343"	""	"Overlap with SB3427"	""
"3965"	"3965"	"SRSC3_015"	"8956655"	"8957426"	"771"	"6"	"8.9567"	""	""	""
"3985"	"3985"	">ZCN21"	"33531098"	"33531376"	"278"	"6"	"33.5311"	""	""	""
"4005"	"4005"	"txp101"	"40693875"	"40694057"	"182"	"6"	"40.6939"	"SSR segment included in SB3493"	"Overlap with SB3493"	""
"4007"	"4007"	"iabtp405"	"40828020"	"40828188"	"168"	"6"	"40.8280"	"SSR segment included in SB3494"	"Overlap with SB3494"	""
"4011"	"4011"	"isep0420"	"41425794"	"41425994"	"200"	"6"	"41.4258"	""	""	""
"4012"	"4012"	"gap072"	"41440173"	"41440363"	"190"	"6"	"41.4402"	"SSR segment included in Xgap007"	"Overlap with Xgap007"	""
"4013"	"4013"	"gap007"	"41440181"	"41440427"	"246"	"6"	"41.4402"	"2 SSRs including that detected by Xgap072"	"Overlap with Xgap072"	""
"4018"	"4018"	"isep0407"	"42445240"	"42445403"	"163"	"6"	"42.4452"	""	""	""
"4020"	"4020"	"iabtp170"	"42610419"	"42610570"	"151"	"6"	"42.6104"	""	""	""
"4028"	"4028"	">ZCN5"	"42880856"	"42881105"	"249"	"6"	"42.8809"	""	""	""
"4029"	"4029"	">ZCN4"	"42881681"	"42881904"	"223"	"6"	"42.8817"	""	""	""
"4030"	"4030"	"iabtp376"	"43215171"	"43215406"	"235"	"6"	"43.2152"	""	""	""
"4034"	"4034"	"isep0412"	"44577192"	"44577371"	"179"	"6"	"44.5772"	""	"Overlap with Xisep0444"	""
"4035"	"4035"	"isep0444"	"44577234"	"44577441"	"207"	"6"	"44.5772"	""	"Overlap with Xisep0412"	""
"4037"	"4037"	"isep0423"	"44708489"	"44708719"	"230"	"6"	"44.7085"	"2 SSRs including that detected by Xiabtp108"	"Overlap with Xiabtp108"	""
"4038"	"4038"	"iabtp108"	"44708489"	"44708570"	"81"	"6"	"44.7085"	"SSR segment included in Xisep0423"	"Overlap with Xisep0423"	""
"4041"	"4041"	"SVHPRGPG"	"44974946"	"44975191"	"245"	"6"	"44.9749"	""	"21 bp overlap with SB3521"	""
"4042"	"4042"	"txp127"	"44975172"	"44975329"	"157"	"6"	"44.9752"	""	""	""
"4048"	"4048"	"PRSC1_043"	"45902938"	"45903698"	"760"	"6"	"45.9029"	""	""	""
"4049"	"4049"	"isep0432"	"45907156"	"45907373"	"217"	"6"	"45.9072"	""	""	""
"4070"	"4070"	"cup36"	"47411785"	"47411955"	"170"	"6"	"47.4118"	""	""	""
"4076"	"4076"	"iabtp74"	"47601853"	"47602074"	"221"	"6"	"47.6019"	""	""	""
"4079"	"4079"	"isep0329"	"47971376"	"47971589"	"213"	"6"	"47.9714"	""	""	""
"4082"	"4082"	"isep0411"	"48117442"	"48117645"	"203"	"6"	"48.1174"	""	""	""
"4099"	"4099"	"txp145"	"49285350"	"49285588"	"238"	"6"	"49.2854"	""	"Overlap with SB3577 and Xtxp045"	""
"4100"	"4100"	"txp045"	"49285366"	"49285564"	"198"	"6"	"49.2854"	""	"Overlap with SB3577 and Xtxp145"	""
"4113"	"4113"	">ZCN25"	"50270017"	"50270705"	"688"	"6"	"50.2700"	""	""	""
"4114"	"4114"	">ZCN19"	"50271361"	"50272153"	"792"	"6"	"50.2714"	""	""	""
"4117"	"4117"	"PRSC4_052"	"50370493"	"50371015"	"522"	"6"	"50.3705"	""	""	""
"4120"	"4120"	"iabtp149"	"50622470"	"50622754"	"284"	"6"	"50.6225"	""	"Overlap with SB3594"	""
"4122"	"4122"	"txp317"	"50757123"	"50757284"	"161"	"6"	"50.7571"	""	""	""
"4128"	"4128"	"isep0413"	"51092864"	"51093096"	"232"	"6"	"51.0929"	""	""	""
"4134"	"4134"	"txp274"	"51179109"	"51179442"	"333"	"6"	"51.1791"	"2 SSRs including that detected by Xtxp265"	"Overlap with Xtxp265"	""
"4135"	"4135"	"txp265"	"51179113"	"51179322"	"209"	"6"	"51.1791"	"SSR segment included in Xtxp274"	"Overlap with Xtxp274"	""
"4140"	"4140"	"gpsb127"	"51574406"	"51574594"	"188"	"6"	"51.5744"	""	"Overlap with SB3611"	""
"4146"	"4146"	"isep0408"	"52066424"	"52066634"	"210"	"6"	"52.0664"	""	""	""
"4151"	"4151"	"iabtp375"	"52274983"	"52275155"	"172"	"6"	"52.2750"	""	""	""
"4152"	"4152"	"iabtp316"	"52282653"	"52282760"	"107"	"6"	"52.2827"	""	""	""
"4165"	"4165"	"isep0617"	"53127495"	"53127701"	"206"	"6"	"53.1275"	""	"Overlap with SB3639"	"Similar to SB3639"
"4167"	"4167"	"isep0448"	"53128353"	"53128562"	"209"	"6"	"53.1284"	""	""	""
"4168"	"4168"	"isep0414"	"53143703"	"53143889"	"186"	"6"	"53.1437"	""	""	""
"4172"	"4172"	"isep1041"	"53596476"	"53596673"	"197"	"6"	"53.5965"	""	""	""
"4181"	"4181"	"iabtp130"	"53912624"	"53912756"	"132"	"6"	"53.9126"	""	""	""
"4183"	"4183"	"txp484"	"53992668"	"53992894"	"226"	"6"	"53.9927"	""	"Overlap with SB3659"	""
"4194"	"4194"	"cup12"	"54514095"	"54514218"	"123"	"6"	"54.5141"	""	""	""
"4219"	"4219"	"isep0443"	"55680209"	"55680397"	"188"	"6"	"55.6802"	""	""	""
"4222"	"4222"	"txp176"	"55886878"	"55887039"	"161"	"6"	"55.8869"	""	""	""
"4224"	"4224"	"isep0438"	"55984125"	"55984374"	"249"	"6"	"55.9841"	""	""	""
"4232"	"4232"	"cup17"	"56220392"	"56220640"	"248"	"6"	"56.2204"	""	""	""
"4239"	"4239"	"iabtp343"	"56406498"	"56406762"	"264"	"6"	"56.4065"	""	"Overlap with SB3713"	""
"4245"	"4245"	"txp095"	"56590786"	"56590874"	"88"	"6"	"56.5908"	""	""	""
"4249"	"4249"	"PRSC4_063"	"56991247"	"56991614"	"367"	"6"	"56.9912"	""	""	""
"4250"	"4250"	"isep1006"	"57039615"	"57039869"	"254"	"6"	"57.0396"	""	""	""
"4252"	"4252"	"PRSC4_054"	"57133836"	"57134025"	"189"	"6"	"57.1338"	""	""	""
"4260"	"4260"	"iabtp473"	"57335239"	"57335489"	"250"	"6"	"57.3352"	""	"Overlap with SB3733"	"Same as SB3733"
"4262"	"4262"	"txp057"	"57418572"	"57418821"	"249"	"6"	"57.4186"	"2 SSRs including that detected by SB3735"	"Overlap with SB3735"	""
"4271"	"4271"	"isep0417"	"57600971"	"57601243"	"272"	"6"	"57.6010"	""	""	""
"4283"	"4283"	"txp017"	"58257387"	"58257550"	"163"	"6"	"58.2574"	""	"Overlap with SB3755"	""
"4285"	"4285"	"iabtp424"	"58265177"	"58265345"	"168"	"6"	"58.2652"	"SSR segment included in SB3756"	"Overlap with SB3756"	""
"4291"	"4291"	"isep0441"	"58394269"	"58394489"	"220"	"6"	"58.3943"	"2 SSRs including that detected by Xiabtp192; similar to SB3762"	"Overlap with SB3762 and Xiabtp192"	"Similar to SB3762"
"4293"	"4293"	"iabtp192"	"58394352"	"58394489"	"137"	"6"	"58.3944"	"SSR segment included in Xisep0441/SB3762"	"Overlap with SB3762 and Xisep0441"	""
"4294"	"4294"	"isep1115"	"58463506"	"58463679"	"173"	"6"	"58.4635"	""	""	""
"4295"	"4295"	"SRSC3_005"	"58469290"	"58469570"	"280"	"6"	"58.4693"	""	""	""
"4305"	"4305"	"isep0431"	"59092987"	"59093207"	"220"	"6"	"59.0930"	""	""	""
"4306"	"4306"	"isep0403"	"59093405"	"59093634"	"229"	"6"	"59.0934"	""	"Overlap with Xiabtp223"	"Same as Xiabtp223"
"4307"	"4307"	"iabtp223"	"59093405"	"59093634"	"229"	"6"	"59.0934"	""	"Overlap with Xisep0403"	"Same as Xisep0403"
"4308"	"4308"	"isep0437"	"59094003"	"59094020"	"17"	"6"	"59.0940"	""	""	""
"4313"	"4313"	"isep0436"	"59240676"	"59240878"	"202"	"6"	"59.2407"	""	""	""
"4314"	"4314"	"isep0450"	"59262688"	"59262869"	"181"	"6"	"59.2627"	""	""	""
"4318"	"4318"	"isep0427"	"59441998"	"59442208"	"210"	"6"	"59.4420"	""	""	""
"4320"	"4320"	"iabtp230"	"59445361"	"59445612"	"251"	"6"	"59.4454"	""	"Overlap with SB3780"	""
"4321"	"4321"	"isep0426"	"59473196"	"59473405"	"209"	"6"	"59.4732"	""	""	""
"4325"	"4325"	"isep0449"	"59713476"	"59713665"	"189"	"6"	"59.7135"	""	"Overlap with SB3783"	""
"4332"	"4332"	"isep0433"	"59935378"	"59935611"	"233"	"6"	"59.9354"	""	"Overlap with SB3790"	""
"4337"	"4337"	"iabtp430"	"60279059"	"60279330"	"271"	"6"	"60.2791"	""	""	""
"4344"	"4344"	"isep0416"	"60810517"	"60810720"	"203"	"6"	"60.8105"	""	""	""
"4347"	"4347"	"isep0425"	"60959052"	"60959268"	"216"	"6"	"60.9591"	""	""	""
"4355"	"4355"	"PRSC4_061"	"61259936"	"61260343"	"407"	"6"	"61.2599"	""	""	""
"4364"	"4364"	"isep0430"	"61536828"	"61537063"	"235"	"6"	"61.5368"	""	""	""
"4368"	"4368"	"gpsb018"	"61590904"	"61591184"	"280"	"6"	"61.5909"	"2 SSRs including that detected by SB3823"	"Overlap with SB3823"	""
"4383"	"4383"	"isep0428"	"61874067"	"61874278"	"211"	"6"	"61.8741"	""	""	""
"4386"	"4386"	"cup37"	"61902368"	"61902575"	"207"	"6"	"61.9024"	""	""	""
"4391"	"4391"	"isep0424"	"61979497"	"61979683"	"186"	"6"	"61.9795"	"SSR segment included in SB3847; similar to Xiabtp027"	"Overlap with Xiabtp027 and SB3847"	"Same as Xiabtp027"
"4392"	"4392"	"iabtp027"	"61979497"	"61979683"	"186"	"6"	"61.9795"	"SSR segment included in SB3847; similar to Xisep0424"	"Overlap with Xisep0424 and SB3847"	"Same as Xisep0424"
"4395"	"4395"	"isep0435"	"62204723"	"62204922"	"199"	"6"	"62.2047"	""	""	""
"4398"	"4398"	"txp416"	"130145"	"130357"	"212"	"7"	"0.1301"	""	"Overlap with SB3851"	""
"4403"	"4403"	"isep0131"	"171307"	"171537"	"230"	"7"	"0.1713"	""	"Overlap with SB3855"	""
"4406"	"4406"	"isep0804"	"274893"	"275185"	"292"	"7"	"0.2749"	""	""	""
"4408"	"4408"	"gpsb148"	"326999"	"327133"	"134"	"7"	"0.3270"	""	""	""
"4411"	"4411"	"txp418"	"389486"	"389725"	"239"	"7"	"0.3895"	""	""	""
"4416"	"4416"	"txp526"	"700562"	"700790"	"228"	"7"	"0.7006"	""	""	""
"4424"	"4424"	"txp036"	"860698"	"860882"	"184"	"7"	"0.8607"	""	"Overlap with Xtxp040"	""
"4425"	"4425"	"txp040"	"860735"	"860872"	"137"	"7"	"0.8607"	""	"Overlap with Xtxp036"	""
"4427"	"4427"	"mSbCIR348"	"876576"	"876813"	"237"	"7"	"0.8766"	""	"Overlap with SB3875"	""
"4429"	"4429"	"txp414"	"889541"	"889715"	"174"	"7"	"0.8895"	""	"Overlap with SB3876"	"Similar to SB3876"
"4438"	"4438"	"isep0802"	"1108500"	"1108711"	"211"	"7"	"1.1085"	""	""	""
"4442"	"4442"	"txp419"	"1224677"	"1224883"	"206"	"7"	"1.2247"	"SSR segment included in SB3886"	"Overlap with SB3886"	""
"4447"	"4447"	"txp417"	"1592211"	"1592388"	"177"	"7"	"1.5922"	""	""	""
"4448"	"4448"	"isep0409"	"1606630"	"1606814"	"184"	"7"	"1.6066"	""	""	""
"4450"	"4450"	"isep0806"	"1765075"	"1765279"	"204"	"7"	"1.7651"	""	""	""
"4453"	"4453"	"txp413"	"1803520"	"1803750"	"230"	"7"	"1.8035"	""	""	""
"4454"	"4454"	"isep0805"	"1933244"	"1933433"	"189"	"7"	"1.9332"	""	""	""
"4458"	"4458"	"SRSC10_007"	"2054531"	"2055454"	"923"	"7"	"2.0545"	""	""	""
"4460"	"4460"	"isep1215"	"2144244"	"2144442"	"198"	"7"	"2.1442"	""	""	""
"4467"	"4467"	"txp525"	"2339573"	"2339784"	"211"	"7"	"2.3396"	""	""	""
"4474"	"4474"	"iabtp379"	"2902188"	"2902363"	"175"	"7"	"2.9022"	""	"Overlap with Xiabtp522"	"Same as Xiabtp522"
"4475"	"4475"	"iabtp522"	"2902188"	"2902363"	"175"	"7"	"2.9022"	""	"Overlap Xiabtp379"	"Same as Xiabtp379"
"4478"	"4478"	"txp481"	"2978030"	"2978240"	"210"	"7"	"2.9780"	""	""	""
"4489"	"4489"	"txp093"	"3653559"	"3653667"	"108"	"7"	"3.6536"	""	""	""
"4510"	"4510"	"iabtp175"	"4561228"	"4561446"	"218"	"7"	"4.5612"	""	"Overlap with SB3951"	""
"4512"	"4512"	"txp312"	"4593562"	"4593753"	"191"	"7"	"4.5936"	""	""	""
"4514"	"4514"	"isep1113"	"4640013"	"4640209"	"196"	"7"	"4.6400"	""	"Overlap with SB3953 and Xiabtp195"	"Same as Xiabtp195"
"4515"	"4515"	"iabtp195"	"4640013"	"4640209"	"196"	"7"	"4.6400"	""	"Overlap with SB3953 and Xisep1113"	"Same as Xisep1113"
"4518"	"4518"	"iabtp297"	"4692003"	"4692171"	"168"	"7"	"4.6920"	""	"Overlap with SB3956"	""
"4521"	"4521"	">SbCOMT"	"4756245"	"4757376"	"1131"	"7"	"4.7562"	"Includes SSR segment of Xiabtp32"	""	""
"4522"	"4522"	"iabtp32"	"4757207"	"4757446"	"239"	"7"	"4.7572"	"SSR segment included in >SbCOMT gene"	""	""
"4529"	"4529"	"isep0812"	"5177326"	"5177525"	"199"	"7"	"5.1773"	""	""	""
"4536"	"4536"	"isep0328"	"5442563"	"5442873"	"310"	"7"	"5.4426"	""	""	""
"4547"	"4547"	">SbCHS8"	"6165643"	"6166862"	"1219"	"7"	"6.1656"	""	""	""
"4548"	"4548"	">SbCHS8"	"6165643"	"6166862"	"1219"	"7"	"6.1656"	""	""	""
"4551"	"4551"	"gpsb114"	"6313901"	"6314138"	"237"	"7"	"6.3139"	""	""	""
"4565"	"4565"	"isep0922"	"8145902"	"8146198"	"296"	"7"	"8.1459"	""	""	""
"4568"	"4568"	"isep0801"	"8327270"	"8327450"	"180"	"7"	"8.3273"	""	""	""
"4569"	"4569"	"iabtp92"	"8345116"	"8345322"	"206"	"7"	"8.3451"	""	"Overlap with SB4001"	""
"4572"	"4572"	"isep0446"	"8832807"	"8833225"	"418"	"7"	"8.8328"	""	""	""
"4595"	"4595"	"iabtp280"	"25696095"	"25696255"	"160"	"7"	"25.6961"	""	""	""
"4608"	"4608"	"isep0817"	"48368212"	"48368544"	"332"	"7"	"48.3682"	""	""	""
"4617"	"4617"	"txp278"	"51120426"	"51120674"	"248"	"7"	"51.1204"	""	""	""
"4619"	"4619"	"isep0821"	"51441463"	"51441664"	"201"	"7"	"51.4415"	""	"Overlap with Xisep0840"	""
